발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,2018-07-31 13:55,주,화,1,1,0,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1046465,1693004,128.0106354,35.23135165
2018,2018-07-13 21:02,야,금,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1054569,1682170,128.0989746,35.13325653
2018,2018-08-12 18:35,야,일,1,1,0,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1059977,1685579,128.1585795,35.16368629
2018,2018-08-31 01:30,야,금,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1118845,1680602,128.8041536,35.11358158
2018,2018-04-24 11:50,주,화,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,보행자,보행자,1109184,1684808,128.6987152,35.15259393
2018,2018-05-09 21:00,야,수,1,1,0,0,0,경남,통영시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1084301,1650622,128.4221001,34.84675867
2018,2018-11-26 05:50,야,월,1,1,0,0,0,경남,사천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1051263,1664010,128.061566,34.969683
2018,2018-02-01 03:05,야,목,1,1,0,0,0,경남,사천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,없음,없음,1053320,1675403,128.0848296,35.07230671
2018,2018-09-04 22:10,야,화,1,3,2,0,0,경남,밀양시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1114345,1716607,128.7598003,35.4386825
2018,2018-07-30 11:35,주,월,1,1,0,0,0,경남,밀양시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,건설기계,건설기계,1106380,1712608,128.6715405,35.40351552
2018,2018-06-29 08:40,주,금,1,1,0,0,0,경남,밀양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,승용차,승용차,1121426,1712002,128.8371109,35.39633227
2018,2018-05-13 20:20,야,일,1,1,0,0,0,경남,밀양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1113610,1722790,128.7525682,35.4945039
2018,2018-08-07 16:55,주,화,1,1,0,0,0,경남,밀양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1108375,1711934,128.6934172,35.39722442
2018,2018-02-16 12:45,주,금,1,3,1,1,0,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1126748,1701610,128.8940894,35.30199346
2018,2018-02-15 13:14,주,목,1,2,0,1,0,경남,김해시,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,승용차,승용차,보행자,보행자,1125796,1693433,128.8823684,35.22840285
2018,2018-09-05 23:55,야,수,1,1,0,0,0,경남,김해시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1125033,1696464,128.874447,35.25582119
2018,2018-11-09 05:30,야,금,1,1,0,0,0,경남,김해시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1128729,1694234,128.9147158,35.23525101
2018,2018-05-12 12:50,주,토,1,2,0,1,0,경남,거창군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1036709,1752735,127.9061248,35.77031908
2018,2018-02-12 22:55,야,월,1,1,0,0,0,경남,함양군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1024413,1728902,127.7693687,35.55581482
2018,2018-10-14 19:05,야,일,1,8,2,5,0,경남,함양군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1025482,1727622,127.7811234,35.54424676
2018,2018-12-24 08:41,주,월,1,1,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,자전거,자전거,1153183,1716002,129.1874409,35.42800795
2018,2018-01-18 08:58,주,목,1,1,0,0,0,경남,고성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1073780,1667221,128.3084969,34.99724416
2018,2018-09-30 16:40,주,일,1,1,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,자전거,자전거,화물차,화물차,1076253,1664631,128.3353568,34.97370792
2018,2018-08-15 05:10,야,수,1,1,0,0,0,경남,하동군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,1026664,1660808,127.7919957,34.94175643
2018,2018-03-20 21:28,야,화,1,1,0,0,0,경남,거제시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1104866,1657917,128.647922,34.91061586
2018,2018-07-09 02:17,야,월,1,1,0,0,0,경남,거제시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1094096,1658466,128.5301072,34.91662204
2018,2018-01-22 20:25,야,월,1,1,0,0,0,경남,함안군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,1076001,1697489,128.3356166,35.26998452
2018,2018-01-31 22:15,야,수,1,1,0,0,0,경남,함안군,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1086608,1690006,128.4514369,35.20165736
2018,2018-02-16 11:56,주,금,1,1,0,0,0,경남,함안군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,교량위,이륜차,이륜차,없음,없음,1086091,1690454,128.4458049,35.20574098
2018,2018-09-18 00:55,야,화,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1108194,1692547,128.6888641,35.22246973
2018,2018-11-27 01:10,야,화,1,1,0,0,0,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1098175,1693720,128.578931,35.23407597
2018,2018-12-25 19:00,야,화,1,1,0,0,0,경남,창원시(통합),차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1106732,1704601,128.6743701,35.33129482
2018,2018-12-26 16:47,주,수,1,1,0,0,0,경남,김해시,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1119687,1691561,128.8149807,35.21227525
2018,2018-11-24 02:00,야,토,1,1,0,0,0,경남,함양군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1025845,1727533,127.7851253,35.54343489
2018,2018-11-11 03:00,야,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909612,1501366,126.5269012,33.50034386
2018,2018-11-11 02:13,야,일,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,938168,1504826,126.8340679,33.53358271
2018,2018-10-03 03:05,야,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909483,1500459,126.5256042,33.49215331
2018,2018-01-02 06:05,주,화,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,918096,1474862,126.6206378,33.2619944
2018,2018-03-10 06:12,주,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,945366,1495846,126.9121344,33.45298301
2018,2018-03-03 20:57,야,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,기타,기타,승용차,승용차,보행자,보행자,886493,1473772,126.2815261,33.24930266
2018,2018-06-17 10:10,주,일,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,917211,1483099,126.6103832,33.33621515
2018,2018-11-23 06:30,주,금,1,3,2,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,892964,1481485,126.3500665,33.31952075
2018,2018-12-19 19:28,야,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,886711,1494802,126.2812264,33.43897066
2018,2018-12-05 11:00,주,수,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,881503,1488163,126.2260844,33.37853993
2018,2018-08-13 11:11,주,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,900681,1500196,126.4308955,33.48900033
2018,2018-01-02 14:00,주,화,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,886877,1485703,126.2841553,33.35693558
2018,2018-10-02 15:35,주,화,1,1,0,0,0,대구,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1103604,1768685,128.6481883,35.90932301
2018,2018-09-05 21:38,야,수,1,1,0,0,0,대구,동구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,고가도로위,승용차,승용차,이륜차,이륜차,1103619,1765186,128.647899,35.87778042
2018,2018-04-01 03:25,야,일,1,1,0,0,0,대구,수성구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1106449,1762898,128.6789385,35.8568522
2018,2018-03-04 17:40,주,일,1,1,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1091489,1757228,128.5126297,35.80724981
2018,2018-12-04 04:35,야,화,1,1,0,0,0,대구,북구,차대사람,횡단중,횡단중,운전자법규위반,안전거리 미확보,교차로,교차로내,승합차,승합차,보행자,보행자,1099858,1765825,128.6063216,35.88393155
2018,2018-03-18 08:14,주,일,1,1,0,0,0,대구,서구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1095186,1762762,128.554203,35.85678537
2018,2018-11-11 01:25,야,일,1,1,0,0,0,대구,달서구,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1096653,1761932,128.5703472,35.84915962
2018,2018-01-12 15:09,주,금,1,1,0,0,0,대구,달서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1091881,1762553,128.5175807,35.85521686
2018,2018-05-23 07:30,주,수,1,1,0,0,0,대구,북구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1092562,1767073,128.5256468,35.89589912
2018,2018-12-18 19:50,야,화,1,1,0,0,0,인천,중구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,923560,1941349,126.6355721,37.46819868
2018,2018-10-20 11:30,주,토,1,1,0,0,0,인천,동구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,924918,1942520,126.6508082,37.47886391
2018,2018-07-06 15:50,주,금,1,1,0,0,0,인천,중구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,910402,1943300,126.4865561,37.48459954
2018,2018-12-07 05:34,야,금,1,1,0,0,0,인천,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,924389,1941065,126.6449751,37.46570728
2018,2018-08-27 05:05,야,월,1,4,1,2,0,인천,남구,차대차,기타,기타,운전자법규위반,과속,교차로,교차로부근,승합차,승합차,승용차,승용차,928062,1940194,126.6865913,37.45815034
2018,2018-08-01 09:20,주,수,1,1,0,0,0,인천,남구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,926825,1940596,126.6725658,37.46167638
2018,2018-10-24 22:20,야,수,1,1,0,0,0,인천,부평구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,931425,1943167,126.7243369,37.48520124
2018,2018-11-16 23:00,야,금,1,1,0,0,0,인천,남동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,931768,1939840,126.7285245,37.45524075
2018,2018-11-14 17:38,주,수,1,1,0,0,0,인천,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,926710,1942402,126.6710858,37.47794433
2018,2018-11-15 07:40,주,목,1,2,1,0,0,인천,서구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,화물차,화물차,925349,1956295,126.6542812,37.6030477
2018,2018-04-30 06:57,주,월,1,2,1,0,0,인천,계양구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,934048,1952684,126.7531489,37.57116765
2018,2018-10-11 16:55,주,목,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,934500,1951469,126.7583756,37.56024936
2018,2018-01-28 22:10,야,일,1,1,0,0,0,인천,강화군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,907842,1974482,126.4536723,37.76535901
2018,2018-02-16 18:15,야,금,1,1,0,0,0,인천,연수구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,926185,1930347,126.6663541,37.36925291
2018,2018-04-22 19:54,야,일,1,1,0,0,0,인천,부평구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,932141,1943359,126.7324173,37.4869846
2018,2018-10-03 02:10,야,수,1,9,1,7,0,인천,부평구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,929642,1947443,126.7037616,37.5236058
2018,2018-01-06 22:38,야,토,1,1,0,0,0,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,935276,1909658,126.7708182,37.18345637
2018,2018-12-21 23:17,야,금,1,1,0,0,0,광주,동구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,승합차,승합차,946682,1684501,126.9146059,35.15434167
2018,2018-06-01 22:50,야,금,1,1,0,0,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,936911.6,1678871.1,126.8077699,35.10301342
2018,2018-08-13 04:50,야,월,1,1,0,0,0,광주,남구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,939359.6,1675146.9,126.8349013,35.0695838
2018,2018-02-26 14:53,주,월,1,1,0,0,0,광주,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,946337.6,1681734.1,126.9110045,35.12937489
2018,2018-10-15 05:40,야,월,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,948126,1687451,126.9302738,35.18101663
2018,2018-10-13 13:20,주,토,1,1,0,0,0,광주,광산구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,화물차,화물차,937683,1689880.5,126.8154024,35.20232847
2018,2018-06-16 14:40,주,토,1,1,0,0,0,광주,광산구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,937319,1683424,126.8118946,35.14409057
2018,2018-04-29 03:33,야,일,1,1,0,0,0,광주,광산구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,941163.9,1691551.1,126.853521,35.21760168
2018,2018-05-03 08:56,주,목,1,1,0,0,0,대전,중구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,이륜차,없음,없음,991834,1816710,127.4089939,36.3477594
2018,2018-02-04 12:15,주,일,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,989920,1814344,127.387694,36.32641077
2018,2018-03-25 01:20,야,일,1,1,0,0,0,대전,대덕구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,993041,1817918,127.4224345,36.3586595
2018,2018-11-02 18:45,야,금,1,1,0,0,0,대전,대덕구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,보행자,보행자,991831,1818607,127.4089406,36.36486158
2018,2018-10-05 06:35,주,금,1,1,0,0,0,대전,대덕구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,994875,1817276,127.4428806,36.35288313
2018,2018-12-18 18:55,야,화,1,2,1,0,0,대전,유성구,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,980514,1818150,127.2828026,36.36057884
2018,2018-10-07 07:24,주,일,1,1,0,0,0,대전,유성구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,981241,1808366,127.2911414,36.27238655
2018,2018-10-22 18:58,야,월,1,3,0,2,0,대전,유성구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,989986,1822899,127.3883192,36.40353801
2018,2018-03-09 23:10,야,금,1,1,0,0,0,울산,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,1168400,1733885,129.3587052,35.58671011
2018,2018-05-15 22:15,야,화,1,3,1,1,0,울산,북구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1168392,1729717,129.3577494,35.54915014
2018,2018-01-13 06:40,주,토,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1167996,1728838,129.3532004,35.5412959
2018,2018-03-06 06:19,주,화,1,1,0,0,0,경기,의정부시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,958797,1973214,127.0322397,37.75764724
2018,2018-07-28 04:25,야,토,1,1,0,0,0,경기,고양시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,화물차,이륜차,이륜차,941746,1961794,126.839591,37.65379441
2018,2018-10-03 04:32,야,수,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,승용차,승용차,935859,1962561,126.772789,37.66031466
2018,2018-12-06 11:45,주,목,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,보행자,보행자,970704,1957135,127.1680589,37.61318248
2018,2018-02-13 10:08,주,화,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,972879,1969572,127.19224,37.72534735
2018,2018-03-15 14:12,주,목,1,4,2,1,0,경기,남양주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,974033,1954257,127.2058801,37.587342
2018,2018-12-14 16:55,주,금,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,969272,1956786,127.1518484,37.60999007
2018,2018-12-21 17:32,주,금,1,2,0,0,1,경기,남양주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,967514,1962728,127.1316661,37.66348649
2018,2018-05-26 06:21,주,토,1,3,2,0,0,경기,남양주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,970272,1965909,127.1628067,37.6922511
2018,2018-12-03 05:50,야,월,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,971532,1961985,127.1772514,37.65692308
2018,2018-09-09 12:35,주,일,1,1,0,0,0,경기,남양주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,988068,1962584,127.3647134,37.66268606
2018,2018-12-05 08:50,주,수,1,1,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,980225,1957711,127.275921,37.61862834
2018,2018-10-14 02:00,야,일,1,1,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,933519,1988077,126.7439225,37.89011008
2018,2018-03-12 08:10,주,월,1,1,0,0,0,경기,양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,956264,1982084,127.0029493,37.83747377
2018,2018-01-29 23:40,야,월,1,3,1,1,0,경기,양주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승합차,승합차,승용차,승용차,964110,1981640,127.0921372,37.8338146
2018,2018-10-07 05:45,야,일,1,2,1,0,0,경기,양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,959911,1974943,127.0447906,37.77328018
2018,2018-02-14 06:45,주,수,1,4,0,3,0,경기,양주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,승용차,승용차,963822,1978583,127.0890172,37.80625065
2018,2018-08-31 22:36,야,금,1,1,0,0,0,경기,양주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,960780,1982982,127.0542225,37.84577275
2018,2018-03-19 18:38,야,월,1,1,0,0,0,경기,구리시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,967395,1955776,127.1306272,37.60082197
2018,2018-07-13 02:30,야,금,1,1,0,0,0,경기,포천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,972213,1986144,127.184047,37.87469198
2018,2018-04-26 09:51,주,목,1,1,0,0,0,경기,포천시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,968632,1984852,127.1433859,37.86293097
2018,2018-06-10 12:00,주,일,1,2,0,1,0,경기,포천시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,이륜차,이륜차,984751.4,1997428.1,127.3263755,37.97669154
2018,2018-11-09 12:45,주,금,1,1,0,0,0,경기,포천시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,사륜오토바이(ATV),사륜오토바이(ATV),970097,1981815,127.1601665,37.83560784
2018,2018-07-05 07:26,주,목,1,1,0,0,0,경기,가평군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1000557,1983161,127.5063311,37.84822964
2018,2018-08-26 15:00,주,일,1,7,5,1,0,경기,가평군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,999775,1989757,127.4974405,37.90768011
2018,2018-12-18 08:28,주,화,1,2,1,0,0,경기,고양시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,932279,1965086,126.7319688,37.68281425
2018,2018-10-26 22:56,야,금,1,1,0,0,0,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,930869,1965566,126.7159337,37.68703505
2018,2018-02-19 11:20,주,월,1,1,0,0,0,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,930149,1966849,126.7076453,37.69854353
2018,2018-05-03 04:23,야,목,1,1,0,0,0,서울,중구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,이륜차,이륜차,956880,1951828,127.0117417,37.56480489
